800,2,1.05,1.05,1.05,0,-120,120
802,0,1,1,1,0,-120,120
806,0,1,1,1,0,-120,120
808,0,1,1,1,0,-120,120
810,0,1,1,1,0,-120,120
812,0,1,1,1,0,-120,120
814,0,1,1,1,0,-120,120
816,0,1,1,1,0,-120,120
818,0,1,1,1,0,-120,120
820,0,1,1,1,0,-120,120
822,0,1,1,1,0,-120,120
824,0,1,1,1,0,-120,120
826,0,1,1,1,0,-120,120
828,0,1,1,1,0,-120,120
830,0,1,1,1,0,-120,120
832,0,1,1,1,0,-120,120
834,0,1,1,1,0,-120,120
836,0,1,1,1,0,-120,120
838,0,1,1,1,0,-120,120
840,0,1,1,1,0,-120,120
842,0,1,1,1,0,-120,120
844,0,1,1,1,0,-120,120
846,0,1,1,1,0,-120,120
848,0,1,1,1,0,-120,120
850,0,1,1,1,0,-120,120
852,0,1,1,1,0,-120,120
854,0,1,1,1,0,-120,120
856,0,1,1,1,0,-120,120
858,0,1,1,1,0,-120,120
860,0,1,1,1,0,-120,120
862,0,1,1,1,0,-120,120
864,0,1,1,1,0,-120,120
888,0,1,1,1,0,-120,120
890,0,1,1,1,0,-120,120
8140,0,1,1,1,0,-120,120
8520,0,1,1,1,0,-120,120
