1,2,2,0.0331439,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000
1,3,3,0.0473485,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
1,7,7,0.0568182,0.4576000,1.0780000,0.1560000,0.5017000,0.1535000,0.3849000,0.4666000,1.0482000,0.1580000,0.4236000,0.4615000,1.0651000,5.6765000,-1.8319000,-0.6982000,5.9809000,-1.1645000,5.3971000
3,4,3,0.0378788,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
3,5,3,0.0615530,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
5,6,3,0.0473485,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
7,8,7,0.0378788,0.4576000,1.0780000,0.1560000,0.5017000,0.1535000,0.3849000,0.4666000,1.0482000,0.1580000,0.4236000,0.4615000,1.0651000,5.6765000,-1.8319000,-0.6982000,5.9809000,-1.1645000,5.3971000
8,12,2,0.0426136,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000
8,9,1,0.0426136,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
8,13,7,0.0568182,0.4576000,1.0780000,0.1560000,0.5017000,0.1535000,0.3849000,0.4666000,1.0482000,0.1580000,0.4236000,0.4615000,1.0651000,5.6765000,-1.8319000,-0.6982000,5.9809000,-1.1645000,5.3971000
9000,14,1,0.0804924,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
13,34,3,0.0284091,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
13,18,7,0.1562500,0.4666000,1.0482000,0.1580000,0.4236000,0.1560000,0.5017000,0.4615000,1.0651000,0.1535000,0.3849000,0.4576000,1.0780000,5.9809000,-1.1645000,-1.8319000,5.3971000,-0.6982000,5.6765000
14,11,1,0.0473485,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
14,10,1,0.0473485,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
15,16,3,0.0710227,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
15,17,3,0.0662879,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
18,19,1,0.0473485,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
18,21,7,0.0568182,0.4666000,1.0482000,0.1580000,0.4236000,0.1560000,0.5017000,0.4615000,1.0651000,0.1535000,0.3849000,0.4576000,1.0780000,5.9809000,-1.1645000,-1.8319000,5.3971000,-0.6982000,5.6765000
19,20,1,0.0615530,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
21,22,2,0.0994318,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000
21,23,7,0.0473485,0.4666000,1.0482000,0.1580000,0.4236000,0.1560000,0.5017000,0.4615000,1.0651000,0.1535000,0.3849000,0.4576000,1.0780000,5.9809000,-1.1645000,-1.8319000,5.3971000,-0.6982000,5.6765000
23,24,3,0.1041667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
23,25,7,0.0520833,0.4666000,1.0482000,0.1580000,0.4236000,0.1560000,0.5017000,0.4615000,1.0651000,0.1535000,0.3849000,0.4576000,1.0780000,5.9809000,-1.1645000,-1.8319000,5.3971000,-0.6982000,5.6765000
2500,26,5,0.0662879,0.4576000,1.0780000,0.0000000,0.0000000,0.1535000,0.3849000,0.0000000,0.0000000,0.0000000,0.0000000,0.4615000,1.0651000,5.1154000,0.0000000,-1.0549000,0.0000000,0.0000000,5.1704000
25,28,7,0.0378788,0.4666000,1.0482000,0.1580000,0.4236000,0.1560000,0.5017000,0.4615000,1.0651000,0.1535000,0.3849000,0.4576000,1.0780000,5.9809000,-1.1645000,-1.8319000,5.3971000,-0.6982000,5.6765000
26,27,5,0.0520833,0.4576000,1.0780000,0.0000000,0.0000000,0.1535000,0.3849000,0.0000000,0.0000000,0.0000000,0.0000000,0.4615000,1.0651000,5.1154000,0.0000000,-1.0549000,0.0000000,0.0000000,5.1704000
26,31,3,0.0426136,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
27,33,1,0.0946970,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
28,29,7,0.0568182,0.4666000,1.0482000,0.1580000,0.4236000,0.1560000,0.5017000,0.4615000,1.0651000,0.1535000,0.3849000,0.4576000,1.0780000,5.9809000,-1.1645000,-1.8319000,5.3971000,-0.6982000,5.6765000
29,30,7,0.0662879,0.4666000,1.0482000,0.1580000,0.4236000,0.1560000,0.5017000,0.4615000,1.0651000,0.1535000,0.3849000,0.4576000,1.0780000,5.9809000,-1.1645000,-1.8319000,5.3971000,-0.6982000,5.6765000
30,250,7,0.0378788,0.4666000,1.0482000,0.1580000,0.4236000,0.1560000,0.5017000,0.4615000,1.0651000,0.1535000,0.3849000,0.4576000,1.0780000,5.9809000,-1.1645000,-1.8319000,5.3971000,-0.6982000,5.6765000
31,32,3,0.0568182,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
34,15,3,0.0189394,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
35,36,4,0.1231061,0.4576000,1.0780000,0.1535000,0.3849000,0.0000000,0.0000000,0.4615000,1.0651000,0.0000000,0.0000000,0.0000000,0.0000000,5.1154000,-1.0549000,0.0000000,5.1704000,0.0000000,0.0000000
35,40,7,0.0473485,0.4576000,1.0780000,0.1560000,0.5017000,0.1535000,0.3849000,0.4666000,1.0482000,0.1580000,0.4236000,0.4615000,1.0651000,5.6765000,-1.8319000,-0.6982000,5.9809000,-1.1645000,5.3971000
36,37,1,0.0568182,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
36,38,2,0.0473485,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000
38,39,2,0.0615530,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000,0.0000000,0.0000000
40,41,3,0.0615530,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3292000,1.3475000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5193000
