150,2,1,1,1,0,-120,120
1,0,1,1,1,0,-120,120
2,0,1,1,1,0,-120,120
3,0,1,1,1,0,-120,120
4,0,1,1,1,0,-120,120
5,0,1,1,1,0,-120,120
6,0,1,1,1,0,-120,120
7,0,1,1,1,0,-120,120
8,0,1,1,1,0,-120,120
9,0,1,1,1,0,-120,120
9000,0,1,1,1,0,-120,120
10,0,1,1,1,0,-120,120
11,0,1,1,1,0,-120,120
12,0,1,1,1,0,-120,120
13,0,1,1,1,0,-120,120
14,0,1,1,1,0,-120,120
15,0,1,1,1,0,-120,120
16,0,1,1,1,0,-120,120
17,0,1,1,1,0,-120,120
18,0,1,1,1,0,-120,120
19,0,1,1,1,0,-120,120
20,0,1,1,1,0,-120,120
21,0,1,1,1,0,-120,120
22,0,1,1,1,0,-120,120
23,0,1,1,1,0,-120,120
24,0,1,1,1,0,-120,120
25,0,1,1,1,0,-120,120
2500,0,1,1,1,0,-120,120
26,0,1,1,1,0,-120,120
27,0,1,1,1,0,-120,120
28,0,1,1,1,0,-120,120
29,0,1,1,1,0,-120,120
30,0,1,1,1,0,-120,120
31,0,1,1,1,0,-120,120
32,0,1,1,1,0,-120,120
33,0,1,1,1,0,-120,120
34,0,1,1,1,0,-120,120
35,0,1,1,1,0,-120,120
36,0,1,1,1,0,-120,120
37,0,1,1,1,0,-120,120
38,0,1,1,1,0,-120,120
39,0,1,1,1,0,-120,120
40,0,1,1,1,0,-120,120
41,0,1,1,1,0,-120,120
42,0,1,1,1,0,-120,120
43,0,1,1,1,0,-120,120
44,0,1,1,1,0,-120,120
45,0,1,1,1,0,-120,120
46,0,1,1,1,0,-120,120
47,0,1,1,1,0,-120,120
48,0,1,1,1,0,-120,120
49,0,1,1,1,0,-120,120
50,0,1,1,1,0,-120,120
51,0,1,1,1,0,-120,120
52,0,1,1,1,0,-120,120
53,0,1,1,1,0,-120,120
54,0,1,1,1,0,-120,120
55,0,1,1,1,0,-120,120
56,0,1,1,1,0,-120,120
57,0,1,1,1,0,-120,120
58,0,1,1,1,0,-120,120
59,0,1,1,1,0,-120,120
60,0,1,1,1,0,-120,120
61,0,1,1,1,0,-120,120
62,0,1,1,1,0,-120,120
63,0,1,1,1,0,-120,120
64,0,1,1,1,0,-120,120
65,0,1,1,1,0,-120,120
66,0,1,1,1,0,-120,120
67,0,1,1,1,0,-120,120
68,0,1,1,1,0,-120,120
69,0,1,1,1,0,-120,120
70,0,1,1,1,0,-120,120
71,0,1,1,1,0,-120,120
72,0,1,1,1,0,-120,120
73,0,1,1,1,0,-120,120
74,0,1,1,1,0,-120,120
75,0,1,1,1,0,-120,120
76,0,1,1,1,0,-120,120
77,0,1,1,1,0,-120,120
78,0,1,1,1,0,-120,120
79,0,1,1,1,0,-120,120
80,0,1,1,1,0,-120,120
81,0,1,1,1,0,-120,120
82,0,1,1,1,0,-120,120
83,0,1,1,1,0,-120,120
84,0,1,1,1,0,-120,120
85,0,1,1,1,0,-120,120
86,0,1,1,1,0,-120,120
87,0,1,1,1,0,-120,120
88,0,1,1,1,0,-120,120
89,0,1,1,1,0,-120,120
90,0,1,1,1,0,-120,120
91,0,1,1,1,0,-120,120
92,0,1,1,1,0,-120,120
93,0,1,1,1,0,-120,120
94,0,1,1,1,0,-120,120
95,0,1,1,1,0,-120,120
96,0,1,1,1,0,-120,120
97,0,1,1,1,0,-120,120
98,0,1,1,1,0,-120,120
99,0,1,1,1,0,-120,120
100,0,1,1,1,0,-120,120
101,0,1,1,1,0,-120,120
102,0,1,1,1,0,-120,120
103,0,1,1,1,0,-120,120
104,0,1,1,1,0,-120,120
105,0,1,1,1,0,-120,120
106,0,1,1,1,0,-120,120
107,0,1,1,1,0,-120,120
108,0,1,1,1,0,-120,120
109,0,1,1,1,0,-120,120
110,0,1,1,1,0,-120,120
111,0,1,1,1,0,-120,120
112,0,1,1,1,0,-120,120
113,0,1,1,1,0,-120,120
114,0,1,1,1,0,-120,120
149,0,1,1,1,0,-120,120
151,0,1,1,1,0,-120,120
6000,0,1,1,1,0,-120,120
250,0,1,1,1,0,-120,120
300,0,1,1,1,0,-120,120
450,0,1,1,1,0,-120,120
610,0,1,1,1,0,-120,120
