0,0,33797738.601055
1,0,49486065.186033
2,0,-25281449.461101
3,0,-84201300.034581
4,0,-123286093.028183
5,0,62984420.329691
6,0,50403562.433944
7,0,73800027.849690
8,0,-37702970.872625
92,0,-5910013.873114
93,0,153628568.409870
94,0,-97531524.515218
95,0,3537780.927236
96,0,-91963272.969725
97,0,58383139.964631
181,0,-205.827472
217,0,-163.051021
0,1,49486065.186033
1,1,199882520.303131
2,1,38493744.657546
3,1,-123286093.034796
4,1,-497973212.811469
5,1,-95900600.844874
6,1,73800027.849690
7,1,298090693.527213
8,1,57406856.194490
92,1,27158796.140564
93,1,320393255.209486
94,1,258518179.747014
95,1,-16257469.614134
96,1,-191789930.033571
97,1,-154751021.751466
181,1,-50.738923
217,1,48.177581
0,2,-25281449.461101
1,2,38493744.657546
2,2,234720332.608693
3,2,62984420.334968
4,2,-95900600.854949
5,2,-584765681.616711
6,2,-37702970.872625
7,2,57406856.194490
8,2,350045350.029149
92,2,133347982.417539
93,2,-135619709.147763
94,2,322923948.686327
95,2,-79823154.209198
96,2,81183027.750571
97,2,-193304823.111384
181,2,-6.909183
217,2,-58.143962
0,3,-84201300.034581
1,3,-123286093.034796
2,3,62984420.334968
3,3,284941499.553071
4,3,417206435.144322
5,3,-213142495.073810
6,3,-204774986.702936
7,3,-299828007.936462
8,3,153176184.067020
9,3,4034787.188321
10,3,5907665.896748
11,3,-3018109.365541
92,3,19999788.779616
93,3,-519886921.444837
94,3,330051659.984504
95,3,-14372972.991705
96,3,373619980.216649
97,3,-237193684.997630
98,3,283198.100908
99,3,-7361627.187772
100,3,4673549.522456
181,3,512.784048
182,3,-306.956576
217,3,406.213815
218,3,-243.162794
0,4,-123286093.028183
1,4,-497973212.811469
2,4,-95900600.854949
3,4,417206435.144322
4,4,1685166784.067218
5,4,324532531.003323
6,4,-299828008.004309
7,4,-1211055624.735964
8,4,-233227328.437062
9,4,5907665.896748
10,4,23862053.654986
11,4,4595398.355004
92,4,-91906753.156500
93,4,-1084227138.343384
94,4,-874838723.006406
95,4,66049361.682750
96,4,779186598.608142
97,4,628708307.334100
98,4,-1301404.641777
99,4,-15352715.466541
100,4,-12387764.074427
181,4,126.407375
182,4,-75.668452
217,4,-120.026228
218,4,71.848647
0,5,62984420.329691
1,5,-95900600.844874
2,5,-584765681.616711
3,5,-213142495.073810
4,5,324532531.003323
5,5,1978876931.070608
6,5,153176184.121157
7,5,-233227328.540434
8,5,-1422132254.628234
9,5,-3018109.365541
10,5,4595398.355004
11,5,28021005.370003
92,5,-451256382.689665
93,5,458944021.980037
94,5,-1092791134.310105
95,5,324298215.273455
96,5,-329822985.221413
