0,0,2759054250282.924316
1,0,4039759585484.141113
2,0,-2063833069197.886963
3,0,-6873712986599.140625
4,0,-10064372145879.685547
5,0,5141688166284.988281
6,0,4114658817984.673828
7,0,6024612561011.027344
8,0,-3077855097416.502930
92,0,-482459761237.919922
93,0,12541358451210.021484
94,0,-7961916340813.507812
95,0,288804219095.200073
96,0,-7507356103083.314453
97,0,4766065930199.443359
181,0,-205.827472
217,0,-163.051021
0,1,4039759585484.141113
1,1,16317266776611.960938
2,1,3142409350529.457031
3,1,-10064372146419.539062
4,1,-40651687544906.421875
5,1,-7828777051890.458984
6,1,6024612561011.028320
7,1,24334420851469.589844
8,1,4686367701945.665039
92,1,2217088924459.880859
93,1,26155074544546.933594
94,1,21103946954135.265625
95,1,-1327166919869.607910
96,1,-15656633950179.859375
97,1,-12632989128026.304688
181,1,-50.738923
217,1,48.177581
0,2,-2063833069197.886963
1,2,3142409350529.457031
2,2,19161226700877.964844
3,2,5141688166715.752930
4,2,-7828777052712.992188
5,2,-47736928743327.109375
6,2,-3077855097416.499023
7,2,4686367701945.665039
8,2,28575702125808.492188
92,2,10885767299362.285156
93,2,-11071218088377.814453
94,2,26361665898952.593750
95,2,-6516306179283.808594
96,2,6627318484528.910156
97,2,-15780301164557.775391
181,2,-6.909183
217,2,-58.143962
0,3,-6873712986599.140625
1,3,-10064372146419.539062
2,3,5141688166715.752930
3,3,23260995793349.976562
4,3,34058349338626.546875
5,3,-17399735345930.484375
6,3,-16716659776660.941406
7,3,-24476245272372.363281
8,3,12504428378502.082031
9,3,329376970226.511108
10,3,482268085864.364075
11,3,-246381202337.405090
92,3,1632668471950.273438
93,3,-42440597497079.015625
94,3,26943531519731.414062
95,3,-1173327384120.539795
96,3,30500200222720.746094
97,3,-19363137056529.078125
98,3,23118674690.214554
99,3,-600961177348.896606
100,3,381521877130.454956
181,3,512.784048
182,3,-306.956576
217,3,406.213815
218,3,-243.162794
0,4,-10064372145879.685547
1,4,-40651687544906.421875
2,4,-7828777052712.992188
3,4,34058349338626.546875
4,4,137567386768033.000000
5,4,26492981367452.558594
6,4,-24476245277910.953125
7,4,-98863660915244.343750
8,4,-19039346371721.851562
9,4,482268085864.363892
10,4,1947961706385.093262
11,4,375142062395.898499
92,4,-7502742148500.644531
93,4,-88510108017256.250000
94,4,-71416834289248.484375
95,4,5391892464473.160156
96,4,63608341434599.906250
97,4,51324153607252.468750
98,4,-106239238388.568848
99,4,-1253307961261.681885
100,4,-1011266272116.284790
181,4,126.407375
182,4,-75.668452
217,4,-120.026228
218,4,71.848647
0,5,5141688166284.988281
1,5,-7828777051890.458984
2,5,-47736928743327.109375
3,5,-17399735345930.484375
4,5,26492981367452.558594
5,5,161544204832884.781250
6,5,12504428382921.500000
7,5,-19039346380160.578125
8,5,-116094750832647.125000
9,5,-246381202337.405304
10,5,375142062395.898804
11,5,2287474759062.547852
92,5,-36837992485933.375000
93,5,37465567428420.226562
94,5,-89209223711069.312500
95,5,26473853170207.464844
96,5,-26924863818780.003906
97,5,64110765292040.703125
98,5,-521627984565.690796
99,5,530514479990.213623
100,5,-1263207477646.884521
181,5,17.213050
182,5,-10.303868
217,5,144.855768
218,5,-86.711805
0,6,4114658817984.673828
1,6,6024612561011.028320
2,6,-3077855097416.499023
3,6,-16716659776660.941406
4,6,-24476245277910.953125
5,6,12504428382921.500000
6,6,12991365549178.220703
7,6,19069323259168.402344
8,6,-9700909446075.283203
9,6,-425726693515.820312
10,6,-960758253467.800293
11,6,286996135908.477295
12,6,248925248923.186859
13,6,36362102817.973579
14,6,94142458637.992004
15,6,-12659971662.865778
92,6,-1173327385988.908691
93,6,30500200221663.789062
94,6,-19363137056724.156250
95,6,900987759679.355713
96,6,-23748101940251.699219
97,6,14969649893479.787109
98,6,-9679091666.665352
99,6,1288493830175.105957
100,6,-347291584939.018799
101,6,-428347527071.876831
102,6,-6785502042.449886
103,6,-104888480956.198380
104,6,-25287181568.399979
181,6,-306.956576
182,6,323.432992
183,6,-16.476416
184,6,-3.754293
217,6,-243.162794
218,6,256.214970
219,6,-13.052176
220,6,2.806181
0,7,6024612561011.027344
1,7,24334420851469.589844
2,7,4686367701945.665039
3,7,-24476245272372.363281
4,7,-98863660915244.343750
5,7,-19039346380160.578125
6,7,19069323259168.402344
7,7,76921878755616.328125
8,7,14728019181344.150391
9,7,-711833007036.624756
10,7,-3541903647739.443848
11,7,-357646673926.440613
12,7,856945851537.829346
13,7,94142458637.992035
14,7,292319094969.671875
15,7,-17393835272.939064
92,7,5391892460754.579102
93,7,63608341415478.031250
94,7,51324153602436.648438
95,7,-4170337040026.770508
96,7,-49508392910505.507812
97,7,-39838866958268.117188
98,7,100170805435.186768
99,7,2671452746359.584961
100,7,1218311776918.405029
101,7,-911843737180.502441
102,7,5440692757.152336
103,7,-202923563253.261871
104,7,-70609292829.672653
181,7,-75.668452
182,7,79.730085
183,7,-4.061633
184,7,-0.084193
217,7,71.848647
218,7,-75.705245
219,7,3.856598
220,7,-4.125351
0,8,-3077855097416.502930
1,8,4686367701945.665039
2,8,28575702125808.492188
3,8,12504428378502.082031
4,8,-19039346371721.851562
5,8,-116094750832647.125000
6,8,-9700909446075.283203
7,8,14728019181344.150391
8,8,89940103479218.031250
9,8,286996135416.305359
10,8,-338258008645.984558
11,8,-2430333541483.200684
12,8,-19388666297.926895
13,8,-12659971662.865797
14,8,-17393835272.939110
15,8,9278750308.639137
92,8,26473853166541.562500
93,8,-26924863820406.523438
94,8,64110765270654.445312
95,8,-20495948663245.328125
