1,0,800,802,1,696.42924881,0.020000
1,0,800,802,2,667.87874482,0.020000
1,0,800,802,3,698.64186020,0.020000
1,0,802,800,1,-695.18402348,0.020000
1,0,802,800,2,-666.88980601,0.020000
1,0,802,800,3,-697.27143252,0.020000
1,0,802,806,1,695.18402348,0.020000
1,0,802,806,2,651.88980601,0.020000
1,0,802,806,3,684.77143252,0.020000
1,0,806,802,1,-694.34560910,0.020000
1,0,806,802,2,-651.26768381,0.020000
1,0,806,802,3,-683.88219158,0.020000
1,0,806,808,1,694.34560910,0.020000
1,0,806,808,2,636.26768381,0.020000
1,0,806,808,3,671.38219158,0.020000
1,0,808,806,1,-678.66165055,0.020000
1,0,808,806,2,-625.41856888,0.020000
1,0,808,806,3,-655.36127078,0.020000
1,0,808,810,2,8.00112934,0.020000
1,0,808,812,1,678.66165055,0.020000
1,0,808,812,2,609.41743955,0.020000
1,0,808,812,3,655.36127078,0.020000
1,0,810,808,2,-8.00000000,0.020000
1,0,812,808,1,-660.51463472,0.020000
1,0,812,808,2,-597.65312004,0.020000
1,0,812,808,3,-636.52168513,0.020000
1,0,812,814,1,660.51463472,0.020000
1,0,812,814,2,597.65312004,0.020000
1,0,812,814,3,636.52168513,0.020000
1,0,814,812,1,-646.12767863,0.020000
1,0,814,812,2,-588.32636801,0.020000
1,0,814,812,3,-621.58565868,0.020000
1,0,814,8140,1,646.12767863,0.020000
1,0,814,8140,2,588.32636801,0.020000
1,0,814,8140,3,621.58565868,0.020000
1,0,816,818,1,172.87902648,0.020000
1,0,816,824,1,473.05014361,0.020000
1,0,816,824,2,585.67253935,0.020000
1,0,816,824,3,621.36542397,0.020000
1,0,816,850,1,-645.92917009,0.020000
1,0,816,850,2,-588.17253935,0.020000
1,0,816,850,3,-621.36542397,0.020000
1,0,818,816,1,-172.72518821,0.020000
1,0,818,820,1,155.72518821,0.020000
1,0,820,818,1,-152.19940255,0.020000
1,0,820,822,1,67.69940255,0.020000
1,0,822,820,1,-67.50000000,0.020000
1,0,824,816,1,-470.07405465,0.020000
1,0,824,816,2,-580.12325295,0.020000
1,0,824,816,3,-614.59832492,0.020000
1,0,824,826,2,20.00382838,0.020000
1,0,824,828,1,470.07405465,0.020000
1,0,824,828,2,537.61942456,0.020000
1,0,824,828,3,612.59832492,0.020000
1,0,826,824,2,-20.00000000,0.020000
1,0,828,824,1,-469.83171916,0.020000
1,0,828,824,2,-537.23793033,0.020000
1,0,828,824,3,-612.03251704,0.020000
1,0,828,830,1,466.33171916,0.020000
1,0,828,830,2,537.23793033,0.020000
1,0,828,830,3,610.03251704,0.020000
1,0,830,828,1,-460.53081544,0.020000
1,0,830,828,2,-527.93347542,0.020000
1,0,830,828,3,-596.37806097,0.020000
1,0,830,854,1,447.03081544,0.020000
1,0,830,854,2,517.93347542,0.020000
1,0,830,854,3,571.37806097,0.020000
1,0,832,858,1,267.77690830,0.020000
1,0,832,858,2,330.04071082,0.020000
1,0,832,858,3,374.85407471,0.020000
1,0,832,8520,1,-436.96845792,0.020000
1,0,832,8520,2,-497.90346351,0.020000
1,0,832,8520,3,-548.55462021,0.020000
1,0,832,888,1,165.69154968,0.020000
1,0,832,888,2,166.86275271,0.020000
1,0,832,888,3,170.70054553,0.020000
1,0,834,860,1,85.03497914,0.020000
1,0,834,860,2,99.06710359,0.020000
1,0,834,860,3,126.07512429,0.020000
1,0,834,842,1,164.24951865,0.020000
1,0,834,842,2,203.23834929,0.020000
1,0,834,842,3,175.23223528,0.020000
1,0,834,858,1,-259.28449779,0.020000
1,0,834,858,2,-319.80545287,0.020000
1,0,834,858,3,-362.80735958,0.020000
1,0,836,840,1,18.00065398,0.020000
1,0,836,840,2,20.00062759,0.020000
1,0,836,840,3,9.00016510,0.020000
1,0,836,862,1,-0.00000013,0.020000
1,0,836,862,2,28.00249502,0.020000
1,0,836,862,3,-0.00000009,0.020000
1,0,836,860,1,-42.00065384,0.020000
1,0,836,860,2,-64.00312261,0.020000
1,0,836,860,3,-30.00016501,0.020000
1,0,838,862,2,-14.00000000,0.020000
1,0,840,836,1,-18.00000000,0.020000
1,0,840,836,2,-20.00000000,0.020000
1,0,840,836,3,-9.00000000,0.020000
1,0,842,834,1,-164.22995359,0.020000
1,0,842,834,2,-203.21612945,0.020000
1,0,842,834,3,-175.21201933,0.020000
1,0,842,844,1,159.72995359,0.020000
1,0,842,844,2,203.21612945,0.020000
1,0,842,844,3,175.21201933,0.020000
1,0,844,842,1,-159.63757347,0.020000
1,0,844,842,2,-203.10838940,0.020000
1,0,844,842,3,-175.11425524,0.020000
1,0,844,846,1,20.13757347,0.020000
1,0,844,846,2,55.60838939,0.020000
1,0,844,846,3,30.11425522,0.020000
1,0,846,844,1,-20.01841021,0.020000
1,0,846,844,2,-55.51373844,0.020000
1,0,846,844,3,-30.01481425,0.020000
1,0,846,848,1,20.01841021,0.020000
1,0,846,848,2,31.51373844,0.020000
1,0,846,848,3,20.01481425,0.020000
1,0,848,846,1,-20.00000000,0.020000
1,0,848,846,2,-31.50000000,0.020000
1,0,848,846,3,-20.00000000,0.020000
1,0,850,8140,1,-646.12147525,0.020000
1,0,850,8140,2,-588.32156086,0.020000
1,0,850,8140,3,-621.57877635,0.020000
1,0,850,816,1,646.12147523,0.020000
1,0,850,816,2,588.32156085,0.020000
1,0,850,816,3,621.57877636,0.020000
1,0,852,854,1,-436.97076227,0.020000
1,0,852,854,2,-497.90722861,0.020000
1,0,852,854,3,-548.55989289,0.020000
1,0,852,8520,1,436.97076227,0.020000
1,0,852,8520,2,497.90722861,0.020000
1,0,852,8520,3,548.55989289,0.020000
1,0,854,830,1,-446.89060375,0.020000
1,0,854,830,2,-517.70626647,0.020000
1,0,854,830,3,-571.06111484,0.020000
1,0,854,856,2,2.00030632,0.020000
1,0,854,852,1,446.89060375,0.020000
1,0,854,852,2,513.70596015,0.020000
1,0,854,852,3,571.06111484,0.020000
1,0,856,854,2,-2.00000000,0.020000
1,0,858,832,1,-267.31416963,0.020000
1,0,858,832,2,-329.22674332,0.020000
1,0,858,832,3,-373.65955604,0.020000
1,0,858,864,1,1.00000449,0.020000
1,0,858,834,1,259.81416514,0.020000
1,0,858,834,2,320.72674332,0.020000
1,0,858,834,3,364.15955604,0.020000
1,0,860,834,1,-85.01134174,0.020000
1,0,860,834,2,-99.02398548,0.020000
1,0,860,834,3,-126.00423164,0.020000
1,0,860,836,1,42.01134174,0.020000
1,0,860,836,2,64.02398548,0.020000
1,0,860,836,3,30.00423162,0.020000
1,0,862,836,1,-0.00000000,0.020000
1,0,862,836,2,-28.00202879,0.020000
1,0,862,836,3,0.00000000,0.020000
1,0,862,838,2,14.00202879,0.020000
1,0,864,858,1,-1.00000000,0.020000
1,0,888,890,1,162.18220032,0.020000
1,0,888,890,2,162.87613885,0.020000
1,0,888,890,3,166.11629087,0.020000
1,0,888,832,1,-162.18220032,0.020000
1,0,888,832,2,-162.87613885,0.020000
1,0,888,832,3,-166.11629087,0.020000
1,0,890,888,1,-150.00000002,0.020000
1,0,890,888,2,-149.99999999,0.020000
1,0,890,888,3,-149.99999999,0.020000
1,0,8140,850,1,646.12767864,0.020000
1,0,8140,850,2,588.32636800,0.020000
1,0,8140,850,3,621.58565869,0.020000
1,0,8140,814,1,-646.12767863,0.020000
1,0,8140,814,2,-588.32636801,0.020000
1,0,8140,814,3,-621.58565868,0.020000
1,0,8520,832,1,436.97076221,0.020000
1,0,8520,832,2,497.90722859,0.020000
1,0,8520,832,3,548.55989287,0.020000
1,0,8520,852,1,-436.97076227,0.020000
1,0,8520,852,2,-497.90722861,0.020000
1,0,8520,852,3,-548.55989289,0.020000
1,1,800,802,1,138.66970157,0.020000
1,1,800,802,2,148.10177894,0.020000
1,1,800,802,3,196.37023531,0.020000
1,1,802,800,1,-137.75303195,0.020000
1,1,802,800,2,-147.31676853,0.020000
1,1,802,800,3,-195.38383544,0.020000
1,1,802,806,1,137.75303195,0.020000
1,1,802,806,2,139.81676853,0.020000
1,1,802,806,3,188.38383544,0.020000
1,1,806,802,1,-137.13031151,0.020000
1,1,806,802,2,-139.31617623,0.020000
1,1,806,802,3,-187.75475885,0.020000
1,1,806,808,1,137.13031151,0.020000
1,1,806,808,2,131.81617623,0.020000
1,1,806,808,3,180.75475885,0.020000
1,1,808,806,1,-125.37881640,0.020000
1,1,808,806,2,-122.95580767,0.020000
1,1,808,806,3,-169.62454612,0.020000
1,1,808,810,2,4.00057555,0.020000
1,1,808,812,1,125.37881640,0.020000
1,1,808,812,2,114.95523212,0.020000
1,1,808,812,3,169.62454612,0.020000
1,1,810,808,2,-4.00000000,0.020000
1,1,812,808,1,-111.47851480,0.020000
